FC_i,MP_i,likelihood
24,57,0.00020371553591896758
25,57,0.0002804676713998715
26,57,0.0003822980844688389
27,57,0.0005159196763698668
28,57,0.0006893229190820664
29,57,0.0009118512627598047
30,57,0.0011942244232014882
31,57,0.0015484905311545871
32,57,0.0019878875817833618
33,57,0.002526595682345521
34,57,0.0031793646538383204
35,57,0.0039610068890760675
36,57,0.004885753125432407
37,57,0.00596647884077121
38,57,0.007213820926192019
39,57,0.008635217418189898
40,57,0.010233916371626411
41,57,0.012008012156404319
42,57,0.013949577139236363
43,57,0.01604396241895943
44,57,0.01826934171512568
45,57,0.0205965666856999
46,57,0.022989389388513592
47,57,0.025405088456593176
48,57,0.02779551069983391
49,57,0.030108510863345157
50,57,0.032289741385404205
51,57,0.03428471387780835
52,57,0.03604102757016035
53,57,0.03751063988306607
54,57,0.03865204296280315
55,57,0.0394322090401589
56,57,0.03982817753796036
57,57,0.03982817753796036
58,57,0.0394322090401589
59,57,0.0386520429628032
60,57,0.037510639883066015
61,57,0.03604102757016035
62,57,0.03428471387780835
63,57,0.032289741385404205
64,57,0.030108510863345213
65,57,0.027795510699833853
66,57,0.025405088456593176
67,57,0.022989389388513592
68,57,0.020596566685699955
69,57,0.01826934171512568
70,57,0.016043962418959376
71,57,0.013949577139236363
72,57,0.012008012156404319
73,57,0.010233916371626467
74,57,0.008635217418189787
75,57,0.00721382092619213
76,57,0.005966478840771155
77,57,0.004885753125432407
78,57,0.0039610068890760675
79,57,0.0031793646538383204
80,57,0.002526595682345521
81,57,0.0019878875817833618
82,57,0.0015484905311545871
83,57,0.0011942244232015437
84,57,0.0009118512627598047
85,57,0.0006893229190820109
86,57,0.0005159196763698668
87,57,0.0003822980844687834
88,57,0.000280467671399927
89,57,0.00020371553591896758
90,57,0.0001464961282557574
91,57,0.00010430107770849516
92,57,7.352111698515374e-05
93,57,5.1309295026801295e-05
94,57,3.545199242653769e-05
95,57,2.4251907096903242e-05
96,57,1.6425242508949983e-05
97,57,1.1013829014095205e-05
98,57,7.31182036319855e-06
99,57,4.805884602632518e-06
-1,58,1.4982580872476633e-09
0,58,2.674661165766369e-09
1,58,4.727281936306181e-09
2,58,8.272082630483198e-09
3,58,1.4331077318428008e-08
4,58,2.4581219976981437e-08
5,58,4.174347995890203e-08
6,58,7.018341432954175e-08
7,58,1.1682639049030029e-07
8,58,1.92534274609796e-07
9,58,3.141490684607991e-07
10,58,5.074860756740814e-07
11,58,8.116580822377656e-07
12,58,1.2852355770096365e-06
13,58,2.0148976769211627e-06
14,58,3.1274033065501727e-06
15,58,4.805907692069842e-06
16,58,7.311855492121771e-06
17,58,1.1013881929094739e-05
18,58,1.642532142254005e-05
19,58,2.4252023613050006e-05
20,58,3.545216275236905e-05
21,58,5.130954153766238e-05
22,58,7.35214702107018e-05
23,58,0.00010430157881357688
24,58,0.00014649683208313804
25,58,0.00020371651465181024
26,58,0.0002804690188813979
27,58,0.0003822999211853626
28,58,0.0005159221550592272
29,58,0.0006893262308716021
30,58,0.000911855643666614
31,58,0.0011942301607445734
32,58,0.0015484979707371036
33,58,0.0019878971324092136
34,58,0.002526607821145654
35,58,0.003179379928807858
36,58,0.003961025919374935
37,58,0.0048857765985908155
38,58,0.005966507506178441
39,58,0.007213855584341332
40,58,0.008635258905309928
41,58,0.010233965539550775
42,58,0.012008069847811206
43,58,0.013949644158716374
44,58,0.016044039500723837
45,58,0.018269429488523368
46,58,0.020596665640039195
47,58,0.02298949983895285
48,58,0.02540521051303983
49,58,0.027795644240847742
50,58,0.030108655516958797
51,58,0.032289896518542346
52,58,0.03428487859561115
53,58,0.036041200726013224
54,58,0.037510820099538204
55,58,0.038652228663043006
56,58,0.03943239848863602
57,58,0.03982836888883227
58,58,0.03982836888883227
59,58,0.03943239848863602
60,58,0.03865222866304306
61,58,0.03751082009953815
62,58,0.036041200726013224
63,58,0.03428487859561115
64,58,0.032289896518542346
65,58,0.030108655516958852
66,58,0.027795644240847687
67,58,0.02540521051303983
68,58,0.02298949983895285
69,58,0.02059666564003925
70,58,0.018269429488523368
71,58,0.01604403950072378
72,58,0.013949644158716374
73,58,0.012008069847811206
74,58,0.01023396553955083
75,58,0.008635258905309817
76,58,0.007213855584341443
77,58,0.005966507506178386
78,58,0.0048857765985908155
79,58,0.003961025919374935
80,58,0.003179379928807858
81,58,0.002526607821145654
82,58,0.0019878971324092136
83,58,0.0015484979707371036
84,58,0.0011942301607446289
85,58,0.000911855643666614
86,58,0.0006893262308715466
87,58,0.0005159221550592272
88,58,0.0003822999211853071
89,58,0.0002804690188814534
90,58,0.00020371651465181024
91,58,0.00014649683208313804
92,58,0.00010430157881357688
93,58,7.35214702107018e-05
94,58,5.130954153766238e-05
95,58,3.545216275242456e-05
96,58,2.4252023612994495e-05
97,58,1.642532142254005e-05
98,58,1.1013881929039226e-05
99,58,7.311855492177283e-06
-1,59,8.309373874319346e-10
0,59,1.4982690411294218e-09
1,59,2.6746807204228084e-09
2,59,4.7273164978332036e-09
3,59,8.272143108324634e-09
4,59,1.4331182094052285e-08
5,59,2.4581399692198327e-08
6,59,4.174378514874051e-08
7,59,7.018392744595908e-08
8,59,1.1682724461715506e-07
9,59,1.9253568224289772e-07
10,59,3.141513652291461e-07
11,59,5.074897859443708e-07
12,59,8.116640163333242e-07
13,59,1.2852449734672043e-06
14,59,2.014912407995265e-06
15,59,3.127426171239723e-06
16,59,4.805942828435899e-06
17,59,7.311908949667689e-06
18,59,1.101396245244474e-05
19,59,1.642544150934635e-05
20,59,2.42522009214866e-05
21,59,3.545242194589664e-05
22,59,5.130991666572334e-05
23,59,7.352200773190609e-05
24,59,0.0001043023413705564
25,59,0.00014649790313290596
26,59,0.00020371800403914126
27,59,0.000280471069412275
28,59,0.0003823027162099105
29,59,0.0005159259270063511
30,59,0.0006893312705894519
31,59,0.0009118623103143608
32,59,0.0011942388918544434
33,59,0.0015485092919265695
34,59,0.0019879116660802294
35,59,0.002526626293372541
36,59,0.003179403173502548
37,59,0.0039610548787444395
38,59,0.004885812318884679
39,59,0.005966551127780281
40,59,0.0072139083254022796
41,59,0.00863532203836144
42,59,0.01023404036087121
43,59,0.012008157639746641
44,59,0.013949746145653062
45,59,0.01604415679994826
46,59,0.0182695630577476
47,59,0.020596816223868483
48,59,0.02298966791697964
49,59,0.02540539625251581
50,59,0.02779584745697119
51,59,0.030108875643688127
52,59,0.0322901325924948
53,59,0.03428512925503321
54,59,0.036041464226043395
55,59,0.03751109434407026
56,59,0.03865251125250211
57,59,0.03943268678197758
58,59,0.03982866007714432
59,59,0.03982866007714432
60,59,0.03943268678197758
61,59,0.038652511252502166
62,59,0.037511094344070205
63,59,0.036041464226043395
64,59,0.03428512925503321
65,59,0.0322901325924948
66,59,0.030108875643688183
67,59,0.027795847456971133
68,59,0.02540539625251581
69,59,0.02298966791697964
70,59,0.02059681622386854
71,59,0.0182695630577476
72,59,0.016044156799948205
73,59,0.013949746145653062
74,59,0.012008157639746641
75,59,0.010234040360871265
76,59,0.008635322038361329
77,59,0.007213908325402391
78,59,0.005966551127780225
79,59,0.004885812318884679
80,59,0.0039610548787444395
81,59,0.003179403173502548
82,59,0.002526626293372541
83,59,0.0019879116660802294
84,59,0.0015485092919265695
85,59,0.001194238891854499
86,59,0.0009118623103143608
87,59,0.0006893312705893964
88,59,0.0005159259270063511
89,59,0.000382302716209855
90,59,0.0002804710694123305
91,59,0.00020371800403914126
92,59,0.00014649790313290596
93,59,0.0001043023413705564
94,59,7.352200773190609e-05
95,59,5.130991666572334e-05
96,59,3.545242194595215e-05
97,59,2.4252200921431085e-05
98,59,1.642544150934635e-05
99,59,1.1013962452389227e-05
-1,60,4.5625976985792335e-10
0,60,8.309465390667925e-10
1,60,1.49828554250653e-09
2,60,2.6747101783599347e-09
3,60,4.727368562736168e-09
4,60,8.272234214627425e-09
5,60,1.433133993235345e-08
6,60,2.458167042257787e-08
7,60,4.174424489924042e-08
8,60,7.01847004255922e-08
9,60,1.168285313089087e-07
10,60,1.9253780275918168e-07
11,60,3.141548251752602e-07
12,60,5.074953752478313e-07
13,60,8.116729556984522e-07
14,60,1.2852591286765834e-06
15,60,2.0149345994899647e-06
16,60,3.127460615546595e-06
17,60,4.80599575929998e-06
18,60,7.311989480309147e-06
19,60,1.1014083756124449e-05
20,60,1.642562241304059e-05
21,60,2.4252468026193512e-05
22,60,3.545281240566579e-05
23,60,5.131048177403236e-05
24,60,7.352281747591203e-05
25,60,0.00010430349011769124
26,60,0.00014649951660624007
27,60,0.000203720247713352
28,60,0.000280474158416157
29,60,0.00038230692674961765
30,60,0.0005159316092223268
31,60,0.0006893388626272877
32,60,0.0009118723532261744
33,60,0.0011942520447567398
34,60,0.0015485263466310853
35,60,0.0019879335601988147
36,60,0.0025266541206933582
37,60,0.0031794381902647616
38,60,0.003961098504327366
39,60,0.004885866129401575
40,60,0.005966616841151839
41,60,0.007213987776701367
42,60,0.008635417144581681
43,60,0.010234153074779526
44,60,0.012008289893121802
45,60,0.013949899782960778
46,60,0.016044333504314747
47,60,0.018269764271909638
48,60,0.02059704306952998
49,60,0.02298992111661834
50,60,0.02540567605808653
51,60,0.027796153590081023
52,60,0.030109207251628797
53,60,0.03229048822398698
54,60,0.03428550685867548
55,60,0.036041861173304796
56,60,0.03751150747729034
57,60,0.03865293695686284
58,60,0.03943312107890098
59,60,0.039829098735170085
60,60,0.039829098735170085
61,60,0.03943312107890098
62,60,0.03865293695686289
63,60,0.03751150747729028
64,60,0.036041861173304796
65,60,0.03428550685867548
66,60,0.03229048822398698
67,60,0.030109207251628852
68,60,0.027796153590080967
69,60,0.02540567605808653
70,60,0.02298992111661834
71,60,0.020597043069530037
72,60,0.018269764271909638
73,60,0.01604433350431469
74,60,0.013949899782960778
75,60,0.012008289893121802
76,60,0.010234153074779581
77,60,0.00863541714458157
78,60,0.007213987776701478
79,60,0.005966616841151784
80,60,0.004885866129401575
81,60,0.003961098504327366
82,60,0.0031794381902647616
83,60,0.0025266541206933582
84,60,0.0019879335601988147
85,60,0.0015485263466310853
86,60,0.0011942520447567953
87,60,0.0009118723532261744
88,60,0.0006893388626272322
89,60,0.0005159316092223268
90,60,0.00038230692674956214
91,60,0.0002804741584162125
92,60,0.000203720247713352
93,60,0.00014649951660624007
94,60,0.00010430349011769124
95,60,7.352281747591203e-05
96,60,5.131048177403236e-05
97,60,3.54528124057213e-05
98,60,2.4252468026137998e-05
99,60,1.642562241304059e-05
-1,61,2.480384735614495e-10
0,61,4.562672642185549e-10
1,61,8.309601878989726e-10
2,61,1.4983101528117253e-09
3,61,2.6747541121975984e-09
4,61,4.727446212810068e-09
5,61,8.272370091403175e-09
6,61,1.4331575333843743e-08
7,61,2.4582074192349488e-08
8,61,4.1744930575353534e-08
9,61,7.018585325450799e-08
10,61,1.1683045029279359e-07
11,61,1.9254096531662024e-07
12,61,3.1415998537063467e-07
13,61,5.075037111862862e-07
14,61,8.116862879496098e-07
15,61,1.285280239885705e-06
16,61,2.014967696088734e-06
17,61,3.1275119861018407e-06
18,61,4.806074700876233e-06
19,61,7.31210958444657e-06
20,61,1.1014264669545152e-05
21,61,1.6425892214469718e-05
22,61,2.42528663886037e-05
23,61,3.54533947409474e-05
24,61,5.131132458174848e-05
25,61,7.352402513555071e-05
26,61,0.00010430520336970623
27,61,0.0001465019229551718
28,61,0.0002037235939496524
29,61,0.0002804787653848837
30,61,0.00038231320638716247
31,61,0.0005159400837313591
32,61,0.0006893501854621619
33,61,0.0009118873313169825
34,61,0.0011942716611158834
35,61,0.0015485517821738524
36,61,0.00198796621328812
37,61,0.0025266956226149004
38,61,0.0031794904145851545
39,61,0.003961163567921945
40,61,0.004885946382900109
41,61,0.005966714846677007
42,61,0.007214106271097678
43,61,0.00863555898687101
44,61,0.010234321177336376
45,61,0.012008487137018749
46,61,0.013950128919050904
47,61,0.01604459704282793
48,61,0.01827006436455675
49,61,0.02059738138923052
50,61,0.022990298740882237
51,61,0.02540609336268151
52,61,0.027796610159809356
53,61,0.030109701814753535
54,61,0.03229101861605682
55,61,0.034286070020211536
56,61,0.03604245318409187
57,61,0.03751212362796467
58,61,0.03865357185625165
59,61,0.03943376879331657
60,61,0.03982975295377376
61,61,0.03982975295377376
62,61,0.03943376879331657
63,61,0.038653571856251706
64,61,0.03751212362796461
65,61,0.03604245318409187
66,61,0.034286070020211536
67,61,0.03229101861605682
68,61,0.03010970181475359
69,61,0.0277966101598093
70,61,0.02540609336268151
71,61,0.022990298740882237
72,61,0.020597381389230576
73,61,0.01827006436455675
74,61,0.016044597042827874
75,61,0.013950128919050904
76,61,0.012008487137018749
77,61,0.010234321177336431
78,61,0.008635558986870899
79,61,0.007214106271097789
80,61,0.005966714846676951
81,61,0.004885946382900109
82,61,0.003961163567921945
83,61,0.0031794904145851545
84,61,0.0025266956226149004
85,61,0.00198796621328812
86,61,0.0015485517821738524
87,61,0.001194271661115939
88,61,0.0009118873313169825
89,61,0.0006893501854621064
90,61,0.0005159400837313591
91,61,0.00038231320638710696
92,61,0.0002804787653849392
93,61,0.0002037235939496524
94,61,0.0001465019229551718
95,61,0.00010430520336970623
96,61,7.352402513555071e-05
97,61,5.131132458174848e-05
98,61,3.545339474100291e-05
99,61,2.425286638854819e-05
-1,62,1.3350259759683596e-10
0,62,2.4804448931819353e-10
1,62,4.562783302150207e-10
2,62,8.309803414432297e-10
3,62,1.4983464918089664e-09
4,62,2.674818983867941e-09
5,62,4.7275608690810426e-09
6,62,8.272570723851248e-09
7,62,1.4331922922142162e-08
8,62,2.458267038928814e-08
9,62,4.174594302855901e-08
10,62,7.018755549454354e-08
11,62,1.1683328381921861e-07
12,62,1.9254563507447668e-07
13,62,3.1416760479363615e-07
14,62,5.075160198367522e-07
15,62,8.117059740377827e-07
16,62,1.2853114122000646e-06
17,62,2.0150165657472703e-06
18,62,3.127587838654279e-06
19,62,4.806191264149177e-06
20,62,7.312286927388228e-06
21,62,1.1014531802042846e-05
22,62,1.6426290596907924e-05
23,62,2.4253454601159783e-05
24,62,3.545425460351408e-05
25,62,5.131256905177955e-05
26,62,7.352580833734077e-05
27,62,0.0001043077331172958
28,62,0.00014650547611335077
29,62,0.0002037285349233918
30,62,0.0002804855679264419
31,62,0.00038232247875211715
32,62,0.0005159525969918775
33,62,0.0006893669044935592
34,62,0.0009119094476132346
35,62,0.0011943006261699593
36,62,0.001548589339697463
37,62,0.001988014428071024
38,62,0.002526756903375154
39,62,0.003179567527787109
40,62,0.003961259639293881
41,62,0.0048860648833266036
42,62,0.005966859559328086
43,62,0.007214281237133509
44,62,0.008635768427855984
45,62,0.010234569393614114
46,62,0.01200877838271319
47,62,0.013950467256006942
48,62,0.016044986177591907
49,62,0.01827050747429427
50,62,0.02059788094413514
51,62,0.02299085633197975
52,62,0.025406709544821694
53,62,0.027797284319921012
54,62,0.030110432075019827
55,62,0.03229180178049991
56,62,0.03428690157127694
57,62,0.036043327333282124
58,62,0.037513033421544106
59,62,0.03865450933374148
60,62,0.03943472519317324
61,62,0.03983071895756142
62,62,0.03983071895756142
63,62,0.03943472519317324
64,62,0.03865450933374154
65,62,0.03751303342154405
66,62,0.036043327333282124
67,62,0.03428690157127694
68,62,0.03229180178049991
69,62,0.030110432075019882
70,62,0.027797284319920956
71,62,0.025406709544821694
72,62,0.02299085633197975
73,62,0.020597880944135196
74,62,0.01827050747429427
75,62,0.01604498617759185
76,62,0.013950467256006942
77,62,0.01200877838271319
78,62,0.01023456939361417
79,62,0.008635768427855873
80,62,0.00721428123713362
81,62,0.005966859559328031
82,62,0.0048860648833266036
83,62,0.003961259639293881
84,62,0.003179567527787109
85,62,0.002526756903375154
86,62,0.001988014428071024
87,62,0.001548589339697463
88,62,0.0011943006261700148
89,62,0.0009119094476132346
90,62,0.0006893669044935037
91,62,0.0005159525969918775
92,62,0.00038232247875206164
93,62,0.0002804855679264974
94,62,0.0002037285349233918
95,62,0.00014650547611335077
96,62,0.0001043077331172958
97,62,7.352580833734077e-05
98,62,5.131256905177955e-05
99,62,3.54542546035696e-05
-1,63,7.114204526628237e-11
0,63,1.3350733099024266e-10
1,63,2.4805328384482784e-10
2,63,4.562945077642126e-10
3,63,8.310098042172888e-10
4,63,1.4983996163438667e-09
5,63,2.674913820753292e-09
6,63,4.727728486834183e-09
7,63,8.272864031490392e-09
8,63,1.4332431066782689e-08
9,63,2.4583541978695646e-08
10,63,4.17474231493585e-08
11,63,7.019004402524175e-08
12,63,1.1683742619476237e-07
13,63,1.9255246186478606e-07
14,63,3.141787437444574e-07
15,63,5.075340140408002e-07
16,63,8.117347534306549e-07
17,63,1.2853569834823735e-06
18,63,2.015088009047239e-06
19,63,3.1276987286588245e-06
20,63,4.806361669777612e-06
21,63,7.312546187742357e-06
22,63,1.1014922327119874e-05
23,63,1.6426872998276945e-05
24,63,2.42543145180765e-05
25,63,3.5455511649728924e-05
26,63,5.1314388361518864e-05
27,63,7.352841522726405e-05
28,63,0.00010431143139392183
29,63,0.00014651067052954316
30,63,0.0002037357582083415
31,63,0.00028049551266580875
32,63,0.0003823360341640173
33,63,0.0005159708903184849
34,63,0.0006893913463008295
35,63,0.0009119417797644029
36,63,0.0011943429706247587
37,63,0.0015486442456146676
38,63,0.001988084913998307
39,63,0.0025268464906542188
40,63,0.0031796802607544305
41,63,0.003961400087499358
42,63,0.00488623812090939
43,63,0.00596707111696221
44,63,0.007214537022652718
45,63,0.008636074612829715
46,63,0.010234932264780372
47,63,0.012009204159240708
48,63,0.013950961875968792
49,63,0.01604555505964477
50,63,0.01827115526318507
51,63,0.02059861125107754
52,63,0.022991671482918648
53,63,0.025407610350900455
54,63,0.02779826988488149
55,63,0.030111499653652923
56,63,0.032292946700556824
57,63,0.034288117228475794
58,63,0.036044605265330085
59,63,0.03751436346266884
60,63,0.03865587984639752
61,63,0.03943612336872626
62,63,0.0398321311732478
63,63,0.0398321311732478
64,63,0.03943612336872626
65,63,0.038655879846397574
66,63,0.03751436346266879
67,63,0.036044605265330085
68,63,0.034288117228475794
69,63,0.032292946700556824
70,63,0.03011149965365298
71,63,0.027798269884881436
72,63,0.025407610350900455
73,63,0.022991671482918648
74,63,0.020598611251077596
75,63,0.01827115526318507
76,63,0.016045555059644716
77,63,0.013950961875968792
78,63,0.012009204159240708
79,63,0.010234932264780427
80,63,0.008636074612829604
81,63,0.007214537022652829
82,63,0.005967071116962154
83,63,0.00488623812090939
84,63,0.003961400087499358
85,63,0.0031796802607544305
86,63,0.0025268464906542188
87,63,0.001988084913998307
88,63,0.0015486442456146676
89,63,0.0011943429706248142
90,63,0.0009119417797644029
91,63,0.000689391346300774
92,63,0.0005159708903184849
93,63,0.00038233603416396175
94,63,0.00028049551266586426
95,63,0.0002037357582083415
96,63,0.00014651067052954316
97,63,0.00010431143139392183
98,63,7.352841522726405e-05
99,63,5.1314388361518864e-05
-1,64,3.753445237865323e-11
0,64,7.114569606149005e-11
1,64,1.335141821838279e-10
2,64,2.480660131912575e-10
3,64,4.563179234222247e-10
4,64,8.310524491342211e-10
5,64,1.498476509693194e-09
6,64,2.6750510892633724e-09
7,64,4.727971099601898e-09
8,64,8.27328856992258e-09
9,64,1.4333166563920241e-08
10,64,2.458480353192915e-08
11,64,4.174956550120959e-08
12,64,7.019364596661686e-08
13,64,1.1684342193910783e-07
14,64,1.9256234307641516e-07
15,64,3.141948664500631e-07
16,64,5.075600591557425e-07
17,64,8.117764092101119e-07
18,64,1.2854229441262922e-06
19,64,2.0151914172866134e-06
20,64,3.1278592327248367e-06
21,64,4.806608317763127e-06
22,64,7.312921445559e-06
23,64,1.1015487579714092e-05
24,64,1.6427715975857852e-05
25,64,2.425555917634963e-05
26,64,3.545733111965746e-05
27,64,5.131702166117188e-05
28,64,7.353218848378114e-05
29,64,0.00010431678434199091
30,64,0.00014651818901529712
31,64,0.00020374621331301153
32,64,0.0002805099068495799
33,64,0.0003823556544962136
34,64,0.0005159973683884732
35,64,0.0006894267237856047
36,64,0.0009119885778662395
37,64,0.0011944042607040242
38,64,0.0015487237173668377
39,64,0.0019881869365202813
40,64,0.0025269761607954705
41,64,0.0031798434323558997
42,64,0.0039616033746047675
43,64,0.004886488867913481
44,64,0.005967377329056002
45,64,0.007214907250934591
46,64,0.00863651779013354
47,64,0.010235457490636942
48,64,0.012009820435379924
49,64,0.013951677797257934
50,64,0.01604637846913907
51,64,0.01827209288376969
52,64,0.020599668309684144
53,64,0.022992851346159186
54,64,0.025408914192837532
55,64,0.027799696408255924
56,64,0.030113044885002684
57,64,0.03229460387719006
58,64,0.034289876791243346
59,64,0.03604645496576634
60,64,0.037516288586663185
61,64,0.03865786354957001
62,64,0.039438147111643194
63,64,0.03983417523809095
64,64,0.03983417523809095
65,64,0.039438147111643194
66,64,0.038657863549570064
67,64,0.03751628858666313
68,64,0.03604645496576634
69,64,0.034289876791243346
70,64,0.03229460387719006
71,64,0.03011304488500274
72,64,0.02779969640825587
73,64,0.025408914192837532
74,64,0.022992851346159186
75,64,0.0205996683096842
76,64,0.01827209288376969
77,64,0.016046378469139016
78,64,0.013951677797257934
79,64,0.012009820435379924
80,64,0.010235457490636998
81,64,0.008636517790133429
82,64,0.007214907250934702
83,64,0.005967377329055947
84,64,0.004886488867913481
85,64,0.0039616033746047675
86,64,0.0031798434323558997
87,64,0.0025269761607954705
88,64,0.0019881869365202813
89,64,0.0015487237173668377
90,64,0.0011944042607040797
91,64,0.0009119885778662395
92,64,0.0006894267237855492
93,64,0.0005159973683884732
94,64,0.0003823556544961581
95,64,0.0002805099068496354
96,64,0.00020374621331301153
97,64,0.00014651818901529712
98,64,0.00010431678434199091
99,64,7.353218848378114e-05
-1,65,1.9606658802164946e-11
0,65,3.753721257130726e-11
1,65,7.115092794353947e-11
2,65,1.335240004931815e-10
3,65,2.4808425536461906e-10
4,65,4.563514799363153e-10
5,65,8.31113562717072e-10
6,65,1.4985867040237937e-09
7,65,2.6752478060368377e-09
8,65,4.7283187831371706e-09
9,65,8.273896967511678e-09
10,65,1.4334220590249425e-08
11,65,2.4586611438793615e-08
12,65,4.175263566306629e-08
13,65,7.019880783720981e-08
14,65,1.1685201432115869e-07
15,65,1.9257650364440317e-07
16,65,3.142179715790139e-07
17,65,5.075973838922973e-07
18,65,8.11836105279707e-07
19,65,1.2855174710140673e-06
20,65,2.0153396095791325e-06
21,65,3.1280892479116813e-06
22,65,4.806961784088828e-06
23,65,7.313459220077457e-06
24,65,1.1016297631971983e-05
25,65,1.6428924030274137e-05
26,65,2.4257342871382194e-05
27,65,3.545993856584851e-05
28,65,5.132079539056553e-05
29,65,7.353759586269904e-05
30,65,0.00010432445554547425
31,65,0.00014652896360779473
32,65,0.00020376119631570992
33,65,0.00028053053486824537
34,65,0.00038238377200431304
35,65,0.000516035313584299
36,65,0.0006894774225558781
37,65,0.000912055643295829
38,65,0.0011944920942984262
39,65,0.001548837606755303
40,65,0.001988333142968737
41,65,0.0025271619884975924
42,65,0.003180077270334789
43,65,0.003961894701315024
44,65,0.004886848208461229
45,65,0.005967816155521386
46,65,0.007215437817726737
47,65,0.008637152898719119
48,65,0.010236210181372675
49,65,0.012010703608466011
50,65,0.01395270376982785
51,65,0.01604755848091938
52,65,0.018273436569193488
53,65,0.020601183159363316
54,65,0.022994542184718397
55,65,0.025410782702802573
56,65,0.02780174073055044
57,65,0.030115259325337217
58,65,0.03229697874408534
59,65,0.03429239838567269
60,65,0.03604910573469715
61,65,0.03751904744359597
62,65,0.038660706355158676
63,65,0.03944104729739382
64,65,0.03983710454679012
65,65,0.03983710454679012
66,65,0.03944104729739382
67,65,0.03866070635515873
68,65,0.03751904744359592
69,65,0.03604910573469715
70,65,0.03429239838567269
71,65,0.03229697874408534
72,65,0.030115259325337273
73,65,0.027801740730550386
74,65,0.025410782702802573
75,65,0.022994542184718397
76,65,0.020601183159363375
77,65,0.018273436569193488
78,65,0.016047558480919325
79,65,0.01395270376982785
80,65,0.012010703608466011
81,65,0.01023621018137273
82,65,0.008637152898719008
83,65,0.007215437817726849
84,65,0.00596781615552133
85,65,0.004886848208461229
86,65,0.003961894701315024
87,65,0.003180077270334789
88,65,0.0025271619884975924
89,65,0.001988333142968737
90,65,0.001548837606755303
91,65,0.0011944920942984817
92,65,0.000912055643295829
93,65,0.0006894774225558226
94,65,0.000516035313584299
95,65,0.0003823837720042575
96,65,0.00028053053486830093
97,65,0.00020376119631570992
98,65,0.00014652896360779473
99,65,0.00010432445554547425
-1,66,1.014030789293777e-11
0,66,1.960870446938385e-11
1,66,3.754112902877311e-11
2,66,7.115835149909563e-11
3,66,1.3353793176385346e-10
4,66,2.48110139317303e-10
5,66,4.5639909351863057e-10
6,66,8.31200277225015e-10
7,66,1.4987430595622888e-09
8,66,2.6755269288998646e-09
9,66,4.728812113838377e-09
10,66,8.27476022728326e-09
11,66,1.433571615588689e-08
12,66,2.45891766910149e-08
13,66,4.175699193809206e-08
14,66,7.020613205300036e-08
15,66,1.1686420611464944e-07
16,66,1.9259659617748652e-07
17,66,3.142507556148119e-07
18,66,5.076503442329197e-07
19,66,8.119208084677642e-07
20,66,1.2856515959037955e-06
21,66,2.0155498807026254e-06
22,66,3.1284156181360433e-06
23,66,4.8074633200335e-06
24,66,7.314222272259589e-06
25,66,1.1017447021022244e-05
26,66,1.6430638147486544e-05
27,66,2.4259873769258796e-05
28,66,3.5463638290245226e-05
29,66,5.132614996269522e-05
30,66,7.354526843204046e-05
31,66,0.00010433534027198439
32,66,0.0001465442517555866
33,66,0.00020378245580739555
34,66,0.0002805598041142129
35,66,0.0003824236681414021
36,66,0.0005160891542991014
37,66,0.0006895493594103788
38,66,0.0009121508029224707
39,66,0.0011946167220254246
40,66,0.0015489992052383243
41,66,0.0019885405963636204
42,66,0.002527425660777958
43,66,0.0031804090647466338
44,66,0.0039623080669066325
45,66,0.004887358079382363
46,66,0.0059684388095901375
47,66,0.007216190642813494
48,66,0.008638054058918203
49,66,0.010237278179741245
50,66,0.012011956749192114
51,66,0.013954159529781905
52,66,0.016049232808231294
53,66,0.018275343134230574
54,66,0.02060333259060935
55,66,0.022996941327868465
56,66,0.025413433945204775
57,66,0.0278046414343478
58,66,0.030118401410860928
59,66,0.03230034846002486
60,66,0.03429597629437927
61,66,0.036052866930044926
62,66,0.037522962005797224
63,66,0.038664740032719365
64,66,0.03944516239208433
65,66,0.03984126096424449
66,66,0.03984126096424449
67,66,0.03944516239208433
68,66,0.03866474003271942
69,66,0.03752296200579717
70,66,0.036052866930044926
71,66,0.03429597629437927
72,66,0.03230034846002486
73,66,0.030118401410860984
74,66,0.027804641434347743
75,66,0.025413433945204775
76,66,0.022996941327868465
77,66,0.02060333259060941
78,66,0.018275343134230574
79,66,0.01604923280823124
80,66,0.013954159529781905
81,66,0.012011956749192114
82,66,0.0102372781797413
83,66,0.008638054058918092
84,66,0.007216190642813605
85,66,0.005968438809590082
86,66,0.004887358079382363
87,66,0.0039623080669066325
88,66,0.0031804090647466338
89,66,0.002527425660777958
90,66,0.0019885405963636204
91,66,0.0015489992052383243
92,66,0.0011946167220254801
93,66,0.0009121508029224707
94,66,0.0006895493594103232
95,66,0.0005160891542991014
96,66,0.00038242366814134656
97,66,0.00028055980411426844
98,66,0.00020378245580739555
99,66,0.0001465442517555866
-1,67,5.192525276472197e-12
0,67,1.0141794114515086e-11
1,67,1.9611578433369297e-11
2,67,3.754663127156381e-11
3,67,7.116878087446775e-11
4,67,1.3355750384762776e-10
5,67,2.4814650375973393e-10
6,67,4.564659859826284e-10
7,67,8.313221026962065e-10
8,67,1.4989627239252939e-09
9,67,2.675919069443762e-09
10,67,4.729505195613888e-09
11,67,8.275973023514573e-09
12,67,1.4337817280517634e-08
13,67,2.4592780621521992e-08
14,67,4.1763112081886266e-08
